"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","WKGPOP","TOT","PC_POP","A","1950",65.282,
"AUS","WKGPOP","TOT","PC_POP","A","1951",64.736,
"AUS","WKGPOP","TOT","PC_POP","A","1952",64.263,
"AUS","WKGPOP","TOT","PC_POP","A","1953",63.648,
"AUS","WKGPOP","TOT","PC_POP","A","1954",63.086,
"AUS","WKGPOP","TOT","PC_POP","A","1955",62.578,
"AUS","WKGPOP","TOT","PC_POP","A","1956",62.189,
"AUS","WKGPOP","TOT","PC_POP","A","1957",61.886,
"AUS","WKGPOP","TOT","PC_POP","A","1958",61.499,
"AUS","WKGPOP","TOT","PC_POP","A","1959",61.36,
"AUS","WKGPOP","TOT","PC_POP","A","1960",61.279,
"AUS","WKGPOP","TOT","PC_POP","A","1961",61.176,
"AUS","WKGPOP","TOT","PC_POP","A","1962",61.413,
"AUS","WKGPOP","TOT","PC_POP","A","1963",61.528,
"AUS","WKGPOP","TOT","PC_POP","A","1964",61.657,
"AUS","WKGPOP","TOT","PC_POP","A","1965",61.852,
"AUS","WKGPOP","TOT","PC_POP","A","1966",62.015,
"AUS","WKGPOP","TOT","PC_POP","A","1967",62.244,
"AUS","WKGPOP","TOT","PC_POP","A","1968",62.523,
"AUS","WKGPOP","TOT","PC_POP","A","1969",62.706,
"AUS","WKGPOP","TOT","PC_POP","A","1970",62.826,
"AUS","WKGPOP","TOT","PC_POP","A","1971",62.978,
"AUS","WKGPOP","TOT","PC_POP","A","1972",63.085,
"AUS","WKGPOP","TOT","PC_POP","A","1973",63.26,
"AUS","WKGPOP","TOT","PC_POP","A","1974",63.524,
"AUS","WKGPOP","TOT","PC_POP","A","1975",63.786,
"AUS","WKGPOP","TOT","PC_POP","A","1976",64.085,
"AUS","WKGPOP","TOT","PC_POP","A","1977",64.408,
"AUS","WKGPOP","TOT","PC_POP","A","1978",64.692,
"AUS","WKGPOP","TOT","PC_POP","A","1979",64.947,
"AUS","WKGPOP","TOT","PC_POP","A","1980",65.129,
"AUS","WKGPOP","TOT","PC_POP","A","1981",65.285,
"AUS","WKGPOP","TOT","PC_POP","A","1982",65.465,
"AUS","WKGPOP","TOT","PC_POP","A","1983",65.655,
"AUS","WKGPOP","TOT","PC_POP","A","1984",65.919,
"AUS","WKGPOP","TOT","PC_POP","A","1985",66.135,
"AUS","WKGPOP","TOT","PC_POP","A","1986",66.403,
"AUS","WKGPOP","TOT","PC_POP","A","1987",66.633,
"AUS","WKGPOP","TOT","PC_POP","A","1988",66.789,
"AUS","WKGPOP","TOT","PC_POP","A","1989",66.865,
"AUS","WKGPOP","TOT","PC_POP","A","1990",66.901,
"AUS","WKGPOP","TOT","PC_POP","A","1991",66.811,
"AUS","WKGPOP","TOT","PC_POP","A","1992",66.731,
"AUS","WKGPOP","TOT","PC_POP","A","1993",66.634,
"AUS","WKGPOP","TOT","PC_POP","A","1994",66.579,
"AUS","WKGPOP","TOT","PC_POP","A","1995",66.571,
"AUS","WKGPOP","TOT","PC_POP","A","1996",66.601,
"AUS","WKGPOP","TOT","PC_POP","A","1997",66.642,
"AUS","WKGPOP","TOT","PC_POP","A","1998",66.706,
"AUS","WKGPOP","TOT","PC_POP","A","1999",66.768,
"AUS","WKGPOP","TOT","PC_POP","A","2000",66.852,
"AUS","WKGPOP","TOT","PC_POP","A","2001",66.903,
"AUS","WKGPOP","TOT","PC_POP","A","2002",67.016,
"AUS","WKGPOP","TOT","PC_POP","A","2003",67.136,
"AUS","WKGPOP","TOT","PC_POP","A","2004",67.224,
"AUS","WKGPOP","TOT","PC_POP","A","2005",67.312,
"AUS","WKGPOP","TOT","PC_POP","A","2006",67.402,
"AUS","WKGPOP","TOT","PC_POP","A","2007",67.43,
"AUS","WKGPOP","TOT","PC_POP","A","2008",67.499,
"AUS","WKGPOP","TOT","PC_POP","A","2009",67.505,
"AUS","WKGPOP","TOT","PC_POP","A","2010",67.386,
"AUS","WKGPOP","TOT","PC_POP","A","2011",67.226,
"AUS","WKGPOP","TOT","PC_POP","A","2012",66.93,
"AUS","WKGPOP","TOT","PC_POP","A","2013",66.671,
"AUS","WKGPOP","TOT","PC_POP","A","2014",66.425,
"AUS","WKGPOP","TOT","PC_POP","A","2015",66.183,
"AUS","WKGPOP","TOT","PC_POP","A","2016",65.917,
"AUS","WKGPOP","TOT","PC_POP","A","2017",65.734,
"AUS","WKGPOP","TOT","PC_POP","A","2018",65.521,
"AUT","WKGPOP","TOT","PC_POP","A","1950",66.793,
"AUT","WKGPOP","TOT","PC_POP","A","1951",66.471,
"AUT","WKGPOP","TOT","PC_POP","A","1952",66.112,
"AUT","WKGPOP","TOT","PC_POP","A","1953",65.811,
"AUT","WKGPOP","TOT","PC_POP","A","1954",65.864,
"AUT","WKGPOP","TOT","PC_POP","A","1955",66.243,
"AUT","WKGPOP","TOT","PC_POP","A","1956",66.507,
"AUT","WKGPOP","TOT","PC_POP","A","1957",66.504,
"AUT","WKGPOP","TOT","PC_POP","A","1958",66.358,
"AUT","WKGPOP","TOT","PC_POP","A","1959",66.154,
"AUT","WKGPOP","TOT","PC_POP","A","1960",65.733,
"AUT","WKGPOP","TOT","PC_POP","A","1961",65.155,
"AUT","WKGPOP","TOT","PC_POP","A","1962",64.729,
"AUT","WKGPOP","TOT","PC_POP","A","1963",64.387,
"AUT","WKGPOP","TOT","PC_POP","A","1964",63.94,
"AUT","WKGPOP","TOT","PC_POP","A","1965",63.466,
"AUT","WKGPOP","TOT","PC_POP","A","1966",63.008,
"AUT","WKGPOP","TOT","PC_POP","A","1967",62.56,
"AUT","WKGPOP","TOT","PC_POP","A","1968",62.146,
"AUT","WKGPOP","TOT","PC_POP","A","1969",61.786,
"AUT","WKGPOP","TOT","PC_POP","A","1970",61.56,
"AUT","WKGPOP","TOT","PC_POP","A","1971",61.468,
"AUT","WKGPOP","TOT","PC_POP","A","1972",61.495,
"AUT","WKGPOP","TOT","PC_POP","A","1973",61.627,
"AUT","WKGPOP","TOT","PC_POP","A","1974",61.756,
"AUT","WKGPOP","TOT","PC_POP","A","1975",61.897,
"AUT","WKGPOP","TOT","PC_POP","A","1976",62.21,
"AUT","WKGPOP","TOT","PC_POP","A","1977",62.635,
"AUT","WKGPOP","TOT","PC_POP","A","1978",63.094,
"AUT","WKGPOP","TOT","PC_POP","A","1979",63.592,
"AUT","WKGPOP","TOT","PC_POP","A","1980",64.178,
"AUT","WKGPOP","TOT","PC_POP","A","1981",64.915,
"AUT","WKGPOP","TOT","PC_POP","A","1982",65.719,
"AUT","WKGPOP","TOT","PC_POP","A","1983",66.537,
"AUT","WKGPOP","TOT","PC_POP","A","1984",67.184,
"AUT","WKGPOP","TOT","PC_POP","A","1985",67.513,
"AUT","WKGPOP","TOT","PC_POP","A","1986",67.648,
"AUT","WKGPOP","TOT","PC_POP","A","1987",67.673,
"AUT","WKGPOP","TOT","PC_POP","A","1988",67.618,
"AUT","WKGPOP","TOT","PC_POP","A","1989",67.568,
"AUT","WKGPOP","TOT","PC_POP","A","1990",67.541,
"AUT","WKGPOP","TOT","PC_POP","A","1991",67.483,
"AUT","WKGPOP","TOT","PC_POP","A","1992",67.395,
"AUT","WKGPOP","TOT","PC_POP","A","1993",67.287,
"AUT","WKGPOP","TOT","PC_POP","A","1994",67.159,
"AUT","WKGPOP","TOT","PC_POP","A","1995",67.058,
"AUT","WKGPOP","TOT","PC_POP","A","1996",67.042,
"AUT","WKGPOP","TOT","PC_POP","A","1997",67.108,
"AUT","WKGPOP","TOT","PC_POP","A","1998",67.212,
"AUT","WKGPOP","TOT","PC_POP","A","1999",67.355,
"AUT","WKGPOP","TOT","PC_POP","A","2000",67.53,
"AUT","WKGPOP","TOT","PC_POP","A","2001",67.719,
"AUT","WKGPOP","TOT","PC_POP","A","2002",67.919,
"AUT","WKGPOP","TOT","PC_POP","A","2003",68.123,
"AUT","WKGPOP","TOT","PC_POP","A","2004",68.055,
"AUT","WKGPOP","TOT","PC_POP","A","2005",67.756,
"AUT","WKGPOP","TOT","PC_POP","A","2006",67.561,
"AUT","WKGPOP","TOT","PC_POP","A","2007",67.466,
"AUT","WKGPOP","TOT","PC_POP","A","2008",67.485,
"AUT","WKGPOP","TOT","PC_POP","A","2009",67.456,
"AUT","WKGPOP","TOT","PC_POP","A","2010",67.505,
"AUT","WKGPOP","TOT","PC_POP","A","2011",67.657,
"AUT","WKGPOP","TOT","PC_POP","A","2012",67.567,
"AUT","WKGPOP","TOT","PC_POP","A","2013",67.439,
"AUT","WKGPOP","TOT","PC_POP","A","2014",67.3,
"AUT","WKGPOP","TOT","PC_POP","A","2015",67.239,
"AUT","WKGPOP","TOT","PC_POP","A","2016",67.143,
"AUT","WKGPOP","TOT","PC_POP","A","2017",66.982,
"AUT","WKGPOP","TOT","PC_POP","A","2018",66.809,
"BEL","WKGPOP","TOT","PC_POP","A","1950",68.04,
"BEL","WKGPOP","TOT","PC_POP","A","1951",67.779,
"BEL","WKGPOP","TOT","PC_POP","A","1952",67.519,
"BEL","WKGPOP","TOT","PC_POP","A","1953",67.268,
"BEL","WKGPOP","TOT","PC_POP","A","1954",67.023,
"BEL","WKGPOP","TOT","PC_POP","A","1955",66.673,
"BEL","WKGPOP","TOT","PC_POP","A","1956",66.196,
"BEL","WKGPOP","TOT","PC_POP","A","1957",65.66,
"BEL","WKGPOP","TOT","PC_POP","A","1958",65.216,
"BEL","WKGPOP","TOT","PC_POP","A","1959",64.84,
"BEL","WKGPOP","TOT","PC_POP","A","1960",64.499,
"BEL","WKGPOP","TOT","PC_POP","A","1961",64.144,
"BEL","WKGPOP","TOT","PC_POP","A","1962",63.889,
"BEL","WKGPOP","TOT","PC_POP","A","1963",63.799,
"BEL","WKGPOP","TOT","PC_POP","A","1964",63.677,
"BEL","WKGPOP","TOT","PC_POP","A","1965",63.493,
"BEL","WKGPOP","TOT","PC_POP","A","1966",63.292,
"BEL","WKGPOP","TOT","PC_POP","A","1967",63.129,
"BEL","WKGPOP","TOT","PC_POP","A","1968",63.052,
"BEL","WKGPOP","TOT","PC_POP","A","1969",63.03,
"BEL","WKGPOP","TOT","PC_POP","A","1970",63.016,
"BEL","WKGPOP","TOT","PC_POP","A","1971",63.045,
"BEL","WKGPOP","TOT","PC_POP","A","1972",63.148,
"BEL","WKGPOP","TOT","PC_POP","A","1973",63.292,
"BEL","WKGPOP","TOT","PC_POP","A","1974",63.531,
"BEL","WKGPOP","TOT","PC_POP","A","1975",63.86,
"BEL","WKGPOP","TOT","PC_POP","A","1976",64.217,
"BEL","WKGPOP","TOT","PC_POP","A","1977",64.58,
"BEL","WKGPOP","TOT","PC_POP","A","1978",64.9,
"BEL","WKGPOP","TOT","PC_POP","A","1979",65.227,
"BEL","WKGPOP","TOT","PC_POP","A","1980",65.634,
"BEL","WKGPOP","TOT","PC_POP","A","1981",65.944,
"BEL","WKGPOP","TOT","PC_POP","A","1982",66.304,
"BEL","WKGPOP","TOT","PC_POP","A","1983",66.827,
"BEL","WKGPOP","TOT","PC_POP","A","1984",67.241,
"BEL","WKGPOP","TOT","PC_POP","A","1985",67.422,
"BEL","WKGPOP","TOT","PC_POP","A","1986",67.434,
"BEL","WKGPOP","TOT","PC_POP","A","1987",67.41,
"BEL","WKGPOP","TOT","PC_POP","A","1988",67.319,
"BEL","WKGPOP","TOT","PC_POP","A","1989",67.163,
"BEL","WKGPOP","TOT","PC_POP","A","1990",66.956,
"BEL","WKGPOP","TOT","PC_POP","A","1991",66.719,
"BEL","WKGPOP","TOT","PC_POP","A","1992",66.518,
"BEL","WKGPOP","TOT","PC_POP","A","1993",66.374,
"BEL","WKGPOP","TOT","PC_POP","A","1994",66.26,
"BEL","WKGPOP","TOT","PC_POP","A","1995",66.133,
"BEL","WKGPOP","TOT","PC_POP","A","1996",65.998,
"BEL","WKGPOP","TOT","PC_POP","A","1997",65.867,
"BEL","WKGPOP","TOT","PC_POP","A","1998",65.752,
"BEL","WKGPOP","TOT","PC_POP","A","1999",65.664,
"BEL","WKGPOP","TOT","PC_POP","A","2000",65.59,
"BEL","WKGPOP","TOT","PC_POP","A","2001",65.554,
"BEL","WKGPOP","TOT","PC_POP","A","2002",65.562,
"BEL","WKGPOP","TOT","PC_POP","A","2003",65.581,
"BEL","WKGPOP","TOT","PC_POP","A","2004",65.589,
"BEL","WKGPOP","TOT","PC_POP","A","2005",65.646,
"BEL","WKGPOP","TOT","PC_POP","A","2006",65.808,
"BEL","WKGPOP","TOT","PC_POP","A","2007",65.988,
"BEL","WKGPOP","TOT","PC_POP","A","2008",66.051,
"BEL","WKGPOP","TOT","PC_POP","A","2009",65.988,
"BEL","WKGPOP","TOT","PC_POP","A","2010",65.895,
"BEL","WKGPOP","TOT","PC_POP","A","2011",65.72,
"BEL","WKGPOP","TOT","PC_POP","A","2012",65.477,
"BEL","WKGPOP","TOT","PC_POP","A","2013",65.248,
"BEL","WKGPOP","TOT","PC_POP","A","2014",65.011,
"BEL","WKGPOP","TOT","PC_POP","A","2015",64.81,
"BEL","WKGPOP","TOT","PC_POP","A","2016",64.63,
"BEL","WKGPOP","TOT","PC_POP","A","2017",64.43,
"BEL","WKGPOP","TOT","PC_POP","A","2018",64.236,
"CAN","WKGPOP","TOT","PC_POP","A","1950",62.756,
"CAN","WKGPOP","TOT","PC_POP","A","1951",62.022,
"CAN","WKGPOP","TOT","PC_POP","A","1952",61.58,
"CAN","WKGPOP","TOT","PC_POP","A","1953",61.19,
"CAN","WKGPOP","TOT","PC_POP","A","1954",60.743,
"CAN","WKGPOP","TOT","PC_POP","A","1955",60.281,
"CAN","WKGPOP","TOT","PC_POP","A","1956",59.884,
"CAN","WKGPOP","TOT","PC_POP","A","1957",59.617,
"CAN","WKGPOP","TOT","PC_POP","A","1958",59.247,
"CAN","WKGPOP","TOT","PC_POP","A","1959",59.002,
"CAN","WKGPOP","TOT","PC_POP","A","1960",58.76,
"CAN","WKGPOP","TOT","PC_POP","A","1961",58.51,
"CAN","WKGPOP","TOT","PC_POP","A","1962",58.487,
"CAN","WKGPOP","TOT","PC_POP","A","1963",58.517,
"CAN","WKGPOP","TOT","PC_POP","A","1964",58.711,
"CAN","WKGPOP","TOT","PC_POP","A","1965",59.003,
"CAN","WKGPOP","TOT","PC_POP","A","1966",59.765,
"CAN","WKGPOP","TOT","PC_POP","A","1967",60.342,
"CAN","WKGPOP","TOT","PC_POP","A","1968",60.94,
"CAN","WKGPOP","TOT","PC_POP","A","1969",61.527,
"CAN","WKGPOP","TOT","PC_POP","A","1970",62.138,
"CAN","WKGPOP","TOT","PC_POP","A","1971",62.682,
"CAN","WKGPOP","TOT","PC_POP","A","1972",63.334,
"CAN","WKGPOP","TOT","PC_POP","A","1973",64.012,
"CAN","WKGPOP","TOT","PC_POP","A","1974",64.714,
"CAN","WKGPOP","TOT","PC_POP","A","1975",65.359,
"CAN","WKGPOP","TOT","PC_POP","A","1976",65.956,
"CAN","WKGPOP","TOT","PC_POP","A","1977",66.469,
"CAN","WKGPOP","TOT","PC_POP","A","1978",66.992,
"CAN","WKGPOP","TOT","PC_POP","A","1979",67.458,
"CAN","WKGPOP","TOT","PC_POP","A","1980",67.862,
"CAN","WKGPOP","TOT","PC_POP","A","1981",68.131,
"CAN","WKGPOP","TOT","PC_POP","A","1982",68.28,
"CAN","WKGPOP","TOT","PC_POP","A","1983",68.375,
"CAN","WKGPOP","TOT","PC_POP","A","1984",68.439,
"CAN","WKGPOP","TOT","PC_POP","A","1985",68.45,
"CAN","WKGPOP","TOT","PC_POP","A","1986",68.497,
"CAN","WKGPOP","TOT","PC_POP","A","1987",68.371,
"CAN","WKGPOP","TOT","PC_POP","A","1988",68.26,
"CAN","WKGPOP","TOT","PC_POP","A","1989",68.168,
"CAN","WKGPOP","TOT","PC_POP","A","1990",68.026,
"CAN","WKGPOP","TOT","PC_POP","A","1991",67.871,
"CAN","WKGPOP","TOT","PC_POP","A","1992",67.7,
"CAN","WKGPOP","TOT","PC_POP","A","1993",67.605,
"CAN","WKGPOP","TOT","PC_POP","A","1994",67.602,
"CAN","WKGPOP","TOT","PC_POP","A","1995",67.644,
"CAN","WKGPOP","TOT","PC_POP","A","1996",67.696,
"CAN","WKGPOP","TOT","PC_POP","A","1997",67.792,
"CAN","WKGPOP","TOT","PC_POP","A","1998",67.89,
"CAN","WKGPOP","TOT","PC_POP","A","1999",68.078,
"CAN","WKGPOP","TOT","PC_POP","A","2000",68.275,
"CAN","WKGPOP","TOT","PC_POP","A","2001",68.495,
"CAN","WKGPOP","TOT","PC_POP","A","2002",68.698,
"CAN","WKGPOP","TOT","PC_POP","A","2003",68.863,
"CAN","WKGPOP","TOT","PC_POP","A","2004",69.041,
"CAN","WKGPOP","TOT","PC_POP","A","2005",69.26,
"CAN","WKGPOP","TOT","PC_POP","A","2006",69.399,
"CAN","WKGPOP","TOT","PC_POP","A","2007",69.464,
"CAN","WKGPOP","TOT","PC_POP","A","2008",69.448,
"CAN","WKGPOP","TOT","PC_POP","A","2009",69.402,
"CAN","WKGPOP","TOT","PC_POP","A","2010",69.339,
"CAN","WKGPOP","TOT","PC_POP","A","2011",69.178,
"CAN","WKGPOP","TOT","PC_POP","A","2012",68.844,
"CAN","WKGPOP","TOT","PC_POP","A","2013",68.483,
"CAN","WKGPOP","TOT","PC_POP","A","2014",68.128,
"CAN","WKGPOP","TOT","PC_POP","A","2015",67.744,
"CAN","WKGPOP","TOT","PC_POP","A","2016",67.358,
"CAN","WKGPOP","TOT","PC_POP","A","2017",67.025,
"CAN","WKGPOP","TOT","PC_POP","A","2018",66.726,
"CZE","WKGPOP","TOT","PC_POP","A","1950",67.39,
"CZE","WKGPOP","TOT","PC_POP","A","1951",66.729,
"CZE","WKGPOP","TOT","PC_POP","A","1952",66.143,
"CZE","WKGPOP","TOT","PC_POP","A","1953",65.621,
"CZE","WKGPOP","TOT","PC_POP","A","1954",65.241,
"CZE","WKGPOP","TOT","PC_POP","A","1955",64.923,
"CZE","WKGPOP","TOT","PC_POP","A","1956",64.715,
"CZE","WKGPOP","TOT","PC_POP","A","1957",64.56,
"CZE","WKGPOP","TOT","PC_POP","A","1958",64.589,
"CZE","WKGPOP","TOT","PC_POP","A","1959",64.786,
"CZE","WKGPOP","TOT","PC_POP","A","1960",64.57,
"CZE","WKGPOP","TOT","PC_POP","A","1961",65.232,
"CZE","WKGPOP","TOT","PC_POP","A","1962",65.703,
"CZE","WKGPOP","TOT","PC_POP","A","1963",66.031,
"CZE","WKGPOP","TOT","PC_POP","A","1964",66.14,
"CZE","WKGPOP","TOT","PC_POP","A","1965",66.2,
"CZE","WKGPOP","TOT","PC_POP","A","1966",66.333,
"CZE","WKGPOP","TOT","PC_POP","A","1967",66.485,
"CZE","WKGPOP","TOT","PC_POP","A","1968",66.595,
"CZE","WKGPOP","TOT","PC_POP","A","1969",66.683,
"CZE","WKGPOP","TOT","PC_POP","A","1970",67.022,
"CZE","WKGPOP","TOT","PC_POP","A","1971",66.535,
"CZE","WKGPOP","TOT","PC_POP","A","1972",66.38,
"CZE","WKGPOP","TOT","PC_POP","A","1973",66.051,
"CZE","WKGPOP","TOT","PC_POP","A","1974",65.424,
"CZE","WKGPOP","TOT","PC_POP","A","1975",64.789,
"CZE","WKGPOP","TOT","PC_POP","A","1976",64.211,
"CZE","WKGPOP","TOT","PC_POP","A","1977",63.704,
"CZE","WKGPOP","TOT","PC_POP","A","1978",63.32,
"CZE","WKGPOP","TOT","PC_POP","A","1979",63.102,
"CZE","WKGPOP","TOT","PC_POP","A","1980",63.185,
"CZE","WKGPOP","TOT","PC_POP","A","1981",63.445,
"CZE","WKGPOP","TOT","PC_POP","A","1982",63.857,
"CZE","WKGPOP","TOT","PC_POP","A","1983",64.321,
"CZE","WKGPOP","TOT","PC_POP","A","1984",64.663,
"CZE","WKGPOP","TOT","PC_POP","A","1985",64.791,
"CZE","WKGPOP","TOT","PC_POP","A","1986",64.861,
"CZE","WKGPOP","TOT","PC_POP","A","1987",64.96,
"CZE","WKGPOP","TOT","PC_POP","A","1988",65.17,
"CZE","WKGPOP","TOT","PC_POP","A","1989",65.557,
"CZE","WKGPOP","TOT","PC_POP","A","1990",66.038,
"CZE","WKGPOP","TOT","PC_POP","A","1991",66.458,
"CZE","WKGPOP","TOT","PC_POP","A","1992",66.904,
"CZE","WKGPOP","TOT","PC_POP","A","1993",67.341,
"CZE","WKGPOP","TOT","PC_POP","A","1994",67.783,
"CZE","WKGPOP","TOT","PC_POP","A","1995",68.184,
"CZE","WKGPOP","TOT","PC_POP","A","1996",68.502,
"CZE","WKGPOP","TOT","PC_POP","A","1997",68.801,
"CZE","WKGPOP","TOT","PC_POP","A","1998",69.102,
"CZE","WKGPOP","TOT","PC_POP","A","1999",69.417,
"CZE","WKGPOP","TOT","PC_POP","A","2000",69.751,
"CZE","WKGPOP","TOT","PC_POP","A","2001",70.109,
"CZE","WKGPOP","TOT","PC_POP","A","2002",70.388,
"CZE","WKGPOP","TOT","PC_POP","A","2003",70.681,
"CZE","WKGPOP","TOT","PC_POP","A","2004",70.929,
"CZE","WKGPOP","TOT","PC_POP","A","2005",71.084,
"CZE","WKGPOP","TOT","PC_POP","A","2006",71.177,
"CZE","WKGPOP","TOT","PC_POP","A","2007",71.207,
"CZE","WKGPOP","TOT","PC_POP","A","2008",71.09,
"CZE","WKGPOP","TOT","PC_POP","A","2009",70.772,
"CZE","WKGPOP","TOT","PC_POP","A","2010",70.306,
"CZE","WKGPOP","TOT","PC_POP","A","2011",69.503,
"CZE","WKGPOP","TOT","PC_POP","A","2012",68.741,
"CZE","WKGPOP","TOT","PC_POP","A","2013",67.986,
"CZE","WKGPOP","TOT","PC_POP","A","2014",67.295,
"CZE","WKGPOP","TOT","PC_POP","A","2015",66.631,
"CZE","WKGPOP","TOT","PC_POP","A","2016",65.966,
"CZE","WKGPOP","TOT","PC_POP","A","2017",65.318,
"CZE","WKGPOP","TOT","PC_POP","A","2018",64.76,
"DNK","WKGPOP","TOT","PC_POP","A","1950",64.674,
"DNK","WKGPOP","TOT","PC_POP","A","1951",64.403,
"DNK","WKGPOP","TOT","PC_POP","A","1952",64.189,
"DNK","WKGPOP","TOT","PC_POP","A","1953",64.004,
"DNK","WKGPOP","TOT","PC_POP","A","1954",63.841,
"DNK","WKGPOP","TOT","PC_POP","A","1955",63.687,
"DNK","WKGPOP","TOT","PC_POP","A","1956",63.528,
"DNK","WKGPOP","TOT","PC_POP","A","1957",63.498,
"DNK","WKGPOP","TOT","PC_POP","A","1958",63.638,
"DNK","WKGPOP","TOT","PC_POP","A","1959",63.879,
"DNK","WKGPOP","TOT","PC_POP","A","1960",64.198,
"DNK","WKGPOP","TOT","PC_POP","A","1961",64.522,
"DNK","WKGPOP","TOT","PC_POP","A","1962",64.805,
"DNK","WKGPOP","TOT","PC_POP","A","1963",64.943,
"DNK","WKGPOP","TOT","PC_POP","A","1964",64.922,
"DNK","WKGPOP","TOT","PC_POP","A","1965",64.82,
"DNK","WKGPOP","TOT","PC_POP","A","1966",64.653,
"DNK","WKGPOP","TOT","PC_POP","A","1967",64.491,
"DNK","WKGPOP","TOT","PC_POP","A","1968",64.412,
"DNK","WKGPOP","TOT","PC_POP","A","1969",64.393,
"DNK","WKGPOP","TOT","PC_POP","A","1970",64.433,
"DNK","WKGPOP","TOT","PC_POP","A","1971",64.412,
"DNK","WKGPOP","TOT","PC_POP","A","1972",64.306,
"DNK","WKGPOP","TOT","PC_POP","A","1973",64.227,
"DNK","WKGPOP","TOT","PC_POP","A","1974",64.128,
"DNK","WKGPOP","TOT","PC_POP","A","1975",64.011,
"DNK","WKGPOP","TOT","PC_POP","A","1976",63.974,
"DNK","WKGPOP","TOT","PC_POP","A","1977",64.027,
"DNK","WKGPOP","TOT","PC_POP","A","1978",64.163,
"DNK","WKGPOP","TOT","PC_POP","A","1979",64.404,
"DNK","WKGPOP","TOT","PC_POP","A","1980",64.742,
"DNK","WKGPOP","TOT","PC_POP","A","1981",65.199,
"DNK","WKGPOP","TOT","PC_POP","A","1982",65.653,
"DNK","WKGPOP","TOT","PC_POP","A","1983",65.995,
"DNK","WKGPOP","TOT","PC_POP","A","1984",66.275,
"DNK","WKGPOP","TOT","PC_POP","A","1985",66.474,
"DNK","WKGPOP","TOT","PC_POP","A","1986",66.645,
"DNK","WKGPOP","TOT","PC_POP","A","1987",66.88,
"DNK","WKGPOP","TOT","PC_POP","A","1988",67.077,
"DNK","WKGPOP","TOT","PC_POP","A","1989",67.207,
"DNK","WKGPOP","TOT","PC_POP","A","1990",67.354,
"DNK","WKGPOP","TOT","PC_POP","A","1991",67.458,
"DNK","WKGPOP","TOT","PC_POP","A","1992",67.466,
"DNK","WKGPOP","TOT","PC_POP","A","1993",67.467,
"DNK","WKGPOP","TOT","PC_POP","A","1994",67.444,
"DNK","WKGPOP","TOT","PC_POP","A","1995",67.38,
"DNK","WKGPOP","TOT","PC_POP","A","1996",67.289,
"DNK","WKGPOP","TOT","PC_POP","A","1997",67.135,
"DNK","WKGPOP","TOT","PC_POP","A","1998",66.989,
"DNK","WKGPOP","TOT","PC_POP","A","1999",66.834,
"DNK","WKGPOP","TOT","PC_POP","A","2000",66.669,
"DNK","WKGPOP","TOT","PC_POP","A","2001",66.519,
"DNK","WKGPOP","TOT","PC_POP","A","2002",66.401,
"DNK","WKGPOP","TOT","PC_POP","A","2003",66.288,
"DNK","WKGPOP","TOT","PC_POP","A","2004",66.188,
"DNK","WKGPOP","TOT","PC_POP","A","2005",66.12,
"DNK","WKGPOP","TOT","PC_POP","A","2006",66.086,
"DNK","WKGPOP","TOT","PC_POP","A","2007",66.018,
"DNK","WKGPOP","TOT","PC_POP","A","2008",65.893,
"DNK","WKGPOP","TOT","PC_POP","A","2009",65.691,
"DNK","WKGPOP","TOT","PC_POP","A","2010",65.419,
"DNK","WKGPOP","TOT","PC_POP","A","2011",65.082,
"DNK","WKGPOP","TOT","PC_POP","A","2012",64.788,
"DNK","WKGPOP","TOT","PC_POP","A","2013",64.576,
"DNK","WKGPOP","TOT","PC_POP","A","2014",64.447,
"DNK","WKGPOP","TOT","PC_POP","A","2015",64.365,
"DNK","WKGPOP","TOT","PC_POP","A","2016",64.261,
"DNK","WKGPOP","TOT","PC_POP","A","2017",64.132,
"DNK","WKGPOP","TOT","PC_POP","A","2018",63.967,
"FIN","WKGPOP","TOT","PC_POP","A","1950",63.594,
"FIN","WKGPOP","TOT","PC_POP","A","1951",63.214,
"FIN","WKGPOP","TOT","PC_POP","A","1952",62.899,
"FIN","WKGPOP","TOT","PC_POP","A","1953",62.692,
"FIN","WKGPOP","TOT","PC_POP","A","1954",62.594,
"FIN","WKGPOP","TOT","PC_POP","A","1955",62.409,
"FIN","WKGPOP","TOT","PC_POP","A","1956",62.343,
"FIN","WKGPOP","TOT","PC_POP","A","1957",62.248,
"FIN","WKGPOP","TOT","PC_POP","A","1958",62.076,
"FIN","WKGPOP","TOT","PC_POP","A","1959",62.09,
"FIN","WKGPOP","TOT","PC_POP","A","1960",62.292,
"FIN","WKGPOP","TOT","PC_POP","A","1961",62.788,
"FIN","WKGPOP","TOT","PC_POP","A","1962",63.404,
"FIN","WKGPOP","TOT","PC_POP","A","1963",63.973,
"FIN","WKGPOP","TOT","PC_POP","A","1964",64.428,
"FIN","WKGPOP","TOT","PC_POP","A","1965",64.818,
"FIN","WKGPOP","TOT","PC_POP","A","1966",65.143,
"FIN","WKGPOP","TOT","PC_POP","A","1967",65.448,
"FIN","WKGPOP","TOT","PC_POP","A","1968",65.753,
"FIN","WKGPOP","TOT","PC_POP","A","1969",65.986,
"FIN","WKGPOP","TOT","PC_POP","A","1970",66.23,
